,object_id,object_type,text,is_economic_labour_tension,economic_labour_tension_direction,is_political_tension,political_tension_direction,is_service_related_tension,service_related_tension_direction,is_community_insecurity_tension,community_insecurity_tension_direction,topics,matched_features,date,clean_text
1734,100700957973129-6c19aaa850f642e4,facebook_post,Bil lebneni مروان نجار لم يفز بجوئز طوال حياته انما لو قدر له لفاز بجائزة الحمار الفضي عن فئة اسوأ سيناريو لمسلسل حلم اذار رجل اعتاد سرقة الافكار والسيناريو وعندما اكتشفوا تفاهة ما يكتب اقعدوه في البيت فارتحنا من مسلسلاته #عصر_الحمير,0.0,,1.0,Increase,0.0,,0.0,,['burglaries'],[['سرقة']],2021-06-29 20:31:40,Bil lebneni مروان نجار لم يفز بجويز طوال حياته انما لو قدر له لفاز بجايزة الحمار الفضي عن فية اسوا سيناريو لمسلسل حلم اذار رجل اعتاد سرقة الافكار والسيناريو وعندما اكتشفوا تفاهة ما يكتب اقعدوه في البيت فارتحنا من مسلسلاته #عصر_الحمير
1818,102993401163821-a6c867ea9af456ef,facebook_post,العناية الإلهية تنقذ عائلة في بلدة البرج الشمالي انهيار سقف في احد المنازل إنهار سقف داخل منزل في البلدة و على اثره تحرك فريق من جمعية الرسالة للإسعاف الصحي مركز البرج الشمالي التطوعي الى المكان و عمل على نقل إصابة جراء الانهيار الى مستشفى جبل عامل و وصفت حالتها بالطفيفة,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-12 13:54:16,العناية الالهية تنقذ عايلة في بلدة البرج الشمالي انهيار سقف في احد المنازل انهار سقف داخل منزل في البلدة و على اثره تحرك فريق من جمعية الرسالة للاسعاف الصحي مركز البرج الشمالي التطوعي الى المكان و عمل على نقل اصابة جراء الانهيار الى مستشفى جبل عامل و وصفت حالتها بالطفيفة
1029,100053742612367-a0c94abae47d94ca,facebook_post,في سوريا...أب يحبس ابنته ثم يقتلها خنقًا بذريعة الشرف,0.0,,0.0,,0.0,,0.0,,['syria'],[['سوريا']],2021-07-06 22:00:06,في سوريا...اب يحبس ابنته ثم يقتلها خنقا بذريعة الشرف
1970,106447832755806-24e55dbde092933b,facebook_post,العمل مستمر بصورة عادية... مستشفى الحريري: زود المستشفى اليوم بتوجيه من الرئيس المكلف سعد الحريري كمية من المازوت تكفيه أسبوعاً وتساعده في الإستمرار بواجباته,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-10 11:38:07,العمل مستمر بصورة عادية... مستشفى الحريري: زود المستشفى اليوم بتوجيه من الرييس المكلف سعد الحريري كمية من المازوت تكفيه اسبوعا وتساعده في الاستمرار بواجباته
1409,100101538090752-3207c563a8d281e2,facebook_post,#دعاء_يوم_السبت من#صفحة_الصرفند_الإعلامية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-10 03:00:49,#دعاء_يوم_السبت من#صفحة_الصرفند_الاعلامية
1441,100101538090752-536c3b236a36a3b9,facebook_post,ما فعالية اللقاحات ضد سلالة دلتا الهندية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-05 19:18:53,ما فعالية اللقاحات ضد سلالة دلتا الهندية
855,100053742612367-6ffb9268ebbb8a31,facebook_post,متى سسيكون أول ايام عيد الاضحى المبارك؟,0.0,,0.0,,0.0,,0.0,,['ceremonial'],[['عيد الاضحى المبارك']],2021-07-01 19:03:23,متى سسيكون اول ايام عيد الاضحى المبارك؟
1290,100053742612367-ee57fdc58862966e,facebook_post,فجر السعيد تهاجم محمد رمضان بعد لقائه حفيدة صدام حسين..,0.0,,0.0,,0.0,,0.0,,['foreign countries'],[['صدام حسين']],2021-07-09 02:00:03,فجر السعيد تهاجم محمد رمضان بعد لقايه حفيدة صدام حسين..
1525,100101538090752-8ff7f7fdaf573b29,facebook_post,‏تنال الصبّاح ألغى واحدة من التحويلتين إلى تركيا. وبعدما نجحت بنين في تحويل مبلغ ١٤٣ ألف دولار، تمكن البنك اللبناني السويسري من إلغاء التحويلة الثانية ٢٣ ألف يورو المخصصة لعملية جراحية لأحد المرضى.. هل سيتدخّل القضاء أم سيحمي المصرف الذي يسرق أموال الفقراء والمرضى؟ ‏⁧‫#متضامن_مع_بنين‬⁩,1.0,Increase,0.0,,0.0,,0.0,,['economic collapse'],[['دولار']],2021-07-04 13:31:32,‏تنال الصباح الغى واحدة من التحويلتين الى تركيا. وبعدما نجحت بنين في تحويل مبلغ ١٤٣ الف دولار، تمكن البنك اللبناني السويسري من الغاء التحويلة الثانية ٢٣ الف يورو المخصصة لعملية جراحية لاحد المرضى.. هل سيتدخل القضاء ام سيحمي المصرف الذي يسرق اموال الفقراء والمرضى؟ ‏⁧‫#متضامن_مع_بنين‬⁩
2183,768168093235674-57d243548e2a7413,facebook_post,ردود دولية على كلمة دياب.. المسؤوليّة تقع على الطبقة السياسيّة #جنوبية #janoubia,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 08:08:46,ردود دولية على كلمة دياب.. المسوولية تقع على الطبقة السياسية #جنوبية #janoubia
1101,100053742612367-b84c4602050a8a25,facebook_post,"46 حالة ""دلتا"" وافدة من اصل 101 اصابة بكورونا لليوم: كيف توزعت بين مختلف الكمناطق اللبنانية؟",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-05 18:36:10,"46 حالة ""دلتا"" وافدة من اصل 101 اصابة بكورونا لليوم: كيف توزعت بين مختلف الكمناطق اللبنانية؟"
1384,100101538090752-1d0b4fb436e65ac7,facebook_post,منشآت نفط الزهراني ودير عمار تقفل أبوابها أمام الشركات وأصحاب الصهاريج,0.0,,1.0,Neutral,1.0,Neutral,0.0,,['other'],[None],2021-07-01 11:18:56,منشات نفط الزهراني ودير عمار تقفل ابوابها امام الشركات واصحاب الصهاريج
1988,106447832755806-2b492d5f48140fc5,facebook_post,الرئيس بري: لن نقبل تحت اي ظرف من الظروف أقل من معرفة الحقيقة كاملة بجريمة إنفجار المرفأ ومعاقبة كل من تسبب بها في أي موقع كان,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-12 10:03:44,الرييس بري: لن نقبل تحت اي ظرف من الظروف اقل من معرفة الحقيقة كاملة بجريمة انفجار المرفا ومعاقبة كل من تسبب بها في اي موقع كان
811,100053742612367-62c02bf44414f888,facebook_post,جريح في حادث سير بين سيارة ودراجة نارية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 13:21:33,جريح في حادث سير بين سيارة ودراجة نارية
1979,106447832755806-27d7c7805aebf243,facebook_post,وهاب: عيب الشحاذة أنا بتبرع فيهن!,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 05:36:06,وهاب: عيب الشحاذة انا بتبرع فيهن!
450,100053586351795-e781a4f97a87e0e2,facebook_post,مش قادرين تجيبوا الكهربا فهمنا... بس بتجيبوها دقيقة وبتقطعوها؟! شو عم ترش مي مصلاية؟,0.0,,0.0,,1.0,Increase,0.0,,['other'],[None],2021-07-07 09:20:04,مش قادرين تجيبوا الكهربا فهمنا... بس بتجيبوها دقيقة وبتقطعوها؟! شو عم ترش مي مصلاية؟
1887,106447832755806-098e34252219ee6f,facebook_post,جعجع: المشهد اليوم في السراي كان محزناً جداً كما هو كل يوم في بعبدا أو غيرها من المقرات الرسمية,0.0,,1.0,neutral,0.0,,0.0,,['other'],[None],2021-07-06 15:08:14,جعجع: المشهد اليوم في السراي كان محزنا جدا كما هو كل يوم في بعبدا او غيرها من المقرات الرسمية
2102,215026561877651-edad736a7397cc87,facebook_post,ليال الإختيار تلفت الأنظار بثوبها الصيفي (صور),0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-01 19:30:00,ليال الاختيار تلفت الانظار بثوبها الصيفي (صور)
970,100053742612367-93682b50931e08a7,facebook_post,إخماد الحريق في مخيم النازحين السوريين بجوار بريتال,0.0,,0.0,,0.0,,0.0,,['refugees'],[['مخيم النازحين']],2021-07-12 21:53:48,اخماد الحريق في مخيم النازحين السوريين بجوار بريتال
219,100044310525453-be15de62ed2ccac8,facebook_post,اجواء رومنسية بالمطار,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-10 10:50:19,اجواء رومنسية بالمطار
1634,100101538090752-e16264d57dfdec52,facebook_post,#بخدمة_الشعب #بي_العسكر قائد الجيش العماد جوزاف عون يتخذ قرار بتزويد الأفران بمادة المازوت من مخزون الجيش لتلبية حاجات المواطنين و ذلك بعد تصريح نقيب الأفران بالإقفال الأفران بسبب عدم توفر مادة المازوت لدى الأفران .,0.0,,0.0,,1.0,Neutral,0.0,,['other'],[None],2021-07-05 20:11:50,#بخدمة_الشعب #بي_العسكر قايد الجيش العماد جوزاف عون يتخذ قرار بتزويد الافران بمادة المازوت من مخزون الجيش لتلبية حاجات المواطنين و ذلك بعد تصريح نقيب الافران بالاقفال الافران بسبب عدم توفر مادة المازوت لدى الافران .
1077,100053742612367-b0cbbaca061983d9,facebook_post,زهران يكشف السبب وراء قرار فهمي عدم منح إذن ملاحقة اللواء ابراهيم,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-09 08:19:20,زهران يكشف السبب وراء قرار فهمي عدم منح اذن ملاحقة اللواء ابراهيم
390,100053569342959-3569810f03178443,facebook_post,يا جماعة .. مشغول بالي كتير .. حدا يشفلنا شو قصتهن .. حدا يدقلهن .. حدا يتحركش فيهن .. موضوعين مهمين خطيرين .. وما سمعنا حسهن .. ولا حس أختهن .. ولا حس أمهن .. ولا حس حدا منهن الموضوع الأول .. موضوع المعلمة المحجبة .. اللي انطردت من مدرستها فقط لأنها محجبة .. وهالحجاب .. بيناقض أفكار هالمدرسة العلمانية .. بين قوسين والموضوع التاني .. هو موضوع الصبية .. اللي عم تشتغل على المحطة .. أو اللي المحطة شغلتها كرمال تستغلها وتعمل لحالها زيطة وزنبليطة يعني بالموضوع الأول .. مدرسة علمانية .. وقرعوا راسنا ليفهمونا أنه العلمانية من العلم .. والعلم فهم .. والفهم هو مش ضد الدين .. وأنه العلمانية هي فصل الدين عن الباتنجان المشوي .. وليس إلغاء الدين .. وعند أول إمتحان .. طبني طبتك العافية .. انفضح السم وبان .. وظهر منيح الألعبان وبرأيي .. أنه هيدي مدرسة خاصة .. وحرة تحط القوانين اللي بدها ياه .. بس أكيد .. ما فيهن .. جماعة هالمدرسة .. يشرحولنا طهارة العلمانية .. ما فيهن يزعموا حمل لواء السنة .. وأنه يابا نحن نموت والسنة تعيش .. وما فيهن يحتلوا مناصب السنّة .. وهنة السنّة أساسا ما إجاهم منهم إلا الزواج المدني ودوام يوم الجمعة ومحاربة الحجاب أما الموضوع الثاني .. فجميل جداً .. أنه نشوف صبية عم تشتغل بتعبها وجهدها .. لتاكل لقمتها بالحلال ومن عرق جبينها .. والأجمل .. أنه ما يكون في أي استغلال من المحطة لهالصبية .. والاستفادة منها دعائياً بس يا ترى .. جمعيات النسوية المنسية .. ياللي بيجيبولنا أخبار امرأة تخانقت مع زوجها بجبال الهيمالايا .. أو مجرم قتل زوجته بقرية مصرية .. أو مواطن ضرب مرته كف .. بنيجيريا .. لأنه شتمته بنص الشارع ليش ما طلع صوتهن ليخبرونا أنه المعلمة المحجبة تعرضت لتنمر وتعنيف وتحرش بسبب اللي جرى معها .. وقاموا قومتهن ضد المدرسة وإدارة المدرسة وانتماء المدرسة؟؟ بعدين مش هنة عم يطالبوا بالمساواة بين الرجل والمرأة؟؟ ودايماً بيصمغوا آذاننا بأنه المرأة مثل الرجل .. والرجل مثل المرأة .. وعشوي بدهن الرجل يولد متل المرأة؟؟ طيب ليش مفعوطين باللي عملته هالصبية؟؟ يعني مش المفروض .. إذا بدنا ننعدا من أفكاركن .. نشوف هالصبية متلها متل أي شب على أي محطة .. أو نشوف أي شب متله متل هالصبية على أي محطة؟؟ يعني يالمختصر .. مش المفترض يكون عادي .. حسب تحليلاتكن وعناوينكن العريضة؟؟,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 06:33:58,يا جماعة .. مشغول بالي كتير .. حدا يشفلنا شو قصتهن .. حدا يدقلهن .. حدا يتحركش فيهن .. موضوعين مهمين خطيرين .. وما سمعنا حسهن .. ولا حس اختهن .. ولا حس امهن .. ولا حس حدا منهن الموضوع الاول .. موضوع المعلمة المحجبة .. اللي انطردت من مدرستها فقط لانها محجبة .. وهالحجاب .. بيناقض افكار هالمدرسة العلمانية .. بين قوسين والموضوع التاني .. هو موضوع الصبية .. اللي عم تشتغل على المحطة .. او اللي المحطة شغلتها كرمال تستغلها وتعمل لحالها زيطة وزنبليطة يعني بالموضوع الاول .. مدرسة علمانية .. وقرعوا راسنا ليفهمونا انه العلمانية من العلم .. والعلم فهم .. والفهم هو مش ضد الدين .. وانه العلمانية هي فصل الدين عن الباتنجان المشوي .. وليس الغاء الدين .. وعند اول امتحان .. طبني طبتك العافية .. انفضح السم وبان .. وظهر منيح الالعبان وبرايي .. انه هيدي مدرسة خاصة .. وحرة تحط القوانين اللي بدها ياه .. بس اكيد .. ما فيهن .. جماعة هالمدرسة .. يشرحولنا طهارة العلمانية .. ما فيهن يزعموا حمل لواء السنة .. وانه يابا نحن نموت والسنة تعيش .. وما فيهن يحتلوا مناصب السنة .. وهنة السنة اساسا ما اجاهم منهم الا الزواج المدني ودوام يوم الجمعة ومحاربة الحجاب اما الموضوع الثاني .. فجميل جدا .. انه نشوف صبية عم تشتغل بتعبها وجهدها .. لتاكل لقمتها بالحلال ومن عرق جبينها .. والاجمل .. انه ما يكون في اي استغلال من المحطة لهالصبية .. والاستفادة منها دعاييا بس يا ترى .. جمعيات النسوية المنسية .. ياللي بيجيبولنا اخبار امراة تخانقت مع زوجها بجبال الهيمالايا .. او مجرم قتل زوجته بقرية مصرية .. او مواطن ضرب مرته كف .. بنيجيريا .. لانه شتمته بنص الشارع ليش ما طلع صوتهن ليخبرونا انه المعلمة المحجبة تعرضت لتنمر وتعنيف وتحرش بسبب اللي جرى معها .. وقاموا قومتهن ضد المدرسة وادارة المدرسة وانتماء المدرسة؟؟ بعدين مش هنة عم يطالبوا بالمساواة بين الرجل والمراة؟؟ ودايما بيصمغوا اذاننا بانه المراة مثل الرجل .. والرجل مثل المراة .. وعشوي بدهن الرجل يولد متل المراة؟؟ طيب ليش مفعوطين باللي عملته هالصبية؟؟ يعني مش المفروض .. اذا بدنا ننعدا من افكاركن .. نشوف هالصبية متلها متل اي شب على اي محطة .. او نشوف اي شب متله متل هالصبية على اي محطة؟؟ يعني يالمختصر .. مش المفترض يكون عادي .. حسب تحليلاتكن وعناوينكن العريضة؟؟
2030,119422474838814-301e0ef0e6fa08b3,facebook_post,هجوم إلكتروني يستهدف 200 شركة أميركية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 13:28:40,هجوم الكتروني يستهدف 200 شركة اميركية
472,100053742612367-04a34126510afc3e,facebook_post,اللواء ابراهيم توجه إلى لندن في زيارة رسمية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-05 03:30:34,اللواء ابراهيم توجه الى لندن في زيارة رسمية
559,100053742612367-1d89cd85b045eec4,facebook_post,جريحة جراء حادث صدم في صور,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 16:03:00,جريحة جراء حادث صدم في صور
1268,100053742612367-e81c84fd299f3dbc,facebook_post,تحسّن في زحمة الطوابير على محطات المحروقات'.. إليكم التفاصيل,0.0,,0.0,,1.0,Decrease,0.0,,['other'],[None],2021-07-12 05:56:42,تحسن في زحمة الطوابير على محطات المحروقات'.. اليكم التفاصيل
586,100053742612367-24e31a1f0b94af1a,facebook_post,"""المتحور الهندي"" في لبنان: جرعة ""فايزر"" لمن أخذ الجرعة الاولى من ""أسترازينيكا""؟",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 12:40:24,"""المتحور الهندي"" في لبنان: جرعة ""فايزر"" لمن اخذ الجرعة الاولى من ""استرازينيكا""؟"
1813,102993401163821-949da4f74dd98ef8,facebook_post,"بعد المحروقات..الإرتفاع الأكبر سيكون في أسعار المنتجات الزراعية! ما إن ""أعلنت"" الحكومة عن رفع أسعار الوقود بعد قرارها بتخفيض الدعم على المحروقات، حتى إرتفعت أسعار عدد من السلع الغذائية، فيما توقّفت بعض الشركات عن تسليم البضائع إلى المحال حتى تتمكّن من إعادة جدولة الأسعار على أساس سعر المحروقات الجديد. وفي هذا السياق، أوضح رئيس تجمع المزارعين والفلاحين في البقاع إبراهيم ترشيشي في حديثٍ لـ""الشرق الأوسط"" ضمن مقال للصحافية إيناش شري، أنه ""لعلّ الإرتفاع الأكبر سيكون في أسعار المنتجات الزراعية المحليّة إذ تشكّل تكلفة المحروقات 20 في المائة من التكلفة الانتاجية في هذا القطاع، ولا سيّما في ظلّ غياب كهرباء الدولة والإعتماد بشكل شبه كامل على المولدات التي تعمل على المازوت، هذا فضلا عن تكلفة نقل هذه المنتوجات التي تضاعفت"". وأشار إلى أنّ ""الهمّ الأكبر للمزارع ليس سعر المازوت الجديد الذي حدّدته الدولة بل توافره بهذا السعر، فقبل جدول الأسعار الجديد كانت تباع صفيحة المازوت في السوق السوداء بسعر يصل إلى حدود الـ60 ألفا أي أكثر حتى من السعر الجديد واليوم وبعد رفعها رسمياً باتت تباع في السوق السوداء بـ90 ألفا"". وأكّد، أنّه ""وبغض النظر حتى عن المحروقات، وطالما الدولار غير مستقر ويتجه نحو الإرتفاع سترتفع أسعار الخضار والفواكه، وذلك لسبب بسيط جداً وهو أنّ أزمة الدولار أسهمت بتراجع الإنتاج لأنّ عدداً كبيراً من المزارعين لم يعد يستطيع تحمل تكلفة الإنتاج وبالتالي تراجع العرض أمام الطلب"". وإعتبر ترشيشي، أنّ ""كلّ الحلول التي تعتمدها الدولة في موضوع الدعم لن تصل إلى نتيجة فلا المزارع قادر على تحمل تكلفة الإنتاج، ولا المستهلك قادر على تحملها، والحل يجب أن يكون عبر دعم القطاعات الإنتاجية ومكافحة تهريب وتخزين المحروقات"".",1.0,Increase,0.0,,0.0,,0.0,,['smuggling'],[['تهريب']],2021-06-30 06:50:28,"بعد المحروقات..الارتفاع الاكبر سيكون في اسعار المنتجات الزراعية! ما ان ""اعلنت"" الحكومة عن رفع اسعار الوقود بعد قرارها بتخفيض الدعم على المحروقات، حتى ارتفعت اسعار عدد من السلع الغذايية، فيما توقفت بعض الشركات عن تسليم البضايع الى المحال حتى تتمكن من اعادة جدولة الاسعار على اساس سعر المحروقات الجديد. وفي هذا السياق، اوضح رييس تجمع المزارعين والفلاحين في البقاع ابراهيم ترشيشي في حديث لـ""الشرق الاوسط"" ضمن مقال للصحافية ايناش شري، انه ""لعل الارتفاع الاكبر سيكون في اسعار المنتجات الزراعية المحلية اذ تشكل تكلفة المحروقات 20 في الماية من التكلفة الانتاجية في هذا القطاع، ولا سيما في ظل غياب كهرباء الدولة والاعتماد بشكل شبه كامل على المولدات التي تعمل على المازوت، هذا فضلا عن تكلفة نقل هذه المنتوجات التي تضاعفت"". واشار الى ان ""الهم الاكبر للمزارع ليس سعر المازوت الجديد الذي حددته الدولة بل توافره بهذا السعر، فقبل جدول الاسعار الجديد كانت تباع صفيحة المازوت في السوق السوداء بسعر يصل الى حدود الـ60 الفا اي اكثر حتى من السعر الجديد واليوم وبعد رفعها رسميا باتت تباع في السوق السوداء بـ90 الفا"". واكد، انه ""وبغض النظر حتى عن المحروقات، وطالما الدولار غير مستقر ويتجه نحو الارتفاع سترتفع اسعار الخضار والفواكه، وذلك لسبب بسيط جدا وهو ان ازمة الدولار اسهمت بتراجع الانتاج لان عددا كبيرا من المزارعين لم يعد يستطيع تحمل تكلفة الانتاج وبالتالي تراجع العرض امام الطلب"". واعتبر ترشيشي، ان ""كل الحلول التي تعتمدها الدولة في موضوع الدعم لن تصل الى نتيجة فلا المزارع قادر على تحمل تكلفة الانتاج، ولا المستهلك قادر على تحملها، والحل يجب ان يكون عبر دعم القطاعات الانتاجية ومكافحة تهريب وتخزين المحروقات""."
455,100053742612367-00e52d37295ec9bc,facebook_post,يعقوبيان: الحلول موجودة وقابلة للتنفيذ إذا قررنا الوصول إلى بيئة نظيفة وهواء نقي,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 04:30:56,يعقوبيان: الحلول موجودة وقابلة للتنفيذ اذا قررنا الوصول الى بيية نظيفة وهواء نقي
1087,100053742612367-b32e9a3792acd4cc,facebook_post,دولار السوق السوداء ينخفض إلى ما دون ال 17 ألف ليرة..,0.0,,0.0,,0.0,,0.0,,['economic collapse'],"[['دولار', 'دولار السوق السوداء']]",2021-06-29 06:53:51,دولار السوق السوداء ينخفض الى ما دون ال 17 الف ليرة..
2045,129769747033699-24e970d61562f9b4,facebook_post,"حسان دياب يهب المحكمة الدولية تمويلاً من أموال الناس.. هل هذه ""الهبة"" قانونية؟",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 20:30:00,"حسان دياب يهب المحكمة الدولية تمويلا من اموال الناس.. هل هذه ""الهبة"" قانونية؟"
691,100053742612367-43a291d02bffb4ae,facebook_post,"اعلن وكيل شركة ""Anglo European Aviation AG"" في لبنان السيد هشام شمص عن وصول اول رحلات الشركة الى بيروت في 1 تموز بعد اتمام المعاملات الادارية والقانونية للشركة، لافتا الى ان الشركة تعمل على نقل السياح والمغتربين اللبنانيين من اوروبا الى لبنان. وذكر شمص في تصريح له، بانه بانه مع انطلاقة موسم الصيف في لبنان، بدأت مظاهر الحياة تعود تدريجياً إلى عدد من المناطق حيث أماكن السهر والمطاعم تعجّ بروّادها، لا سيما مع التعافي التدريجي للبنان من كورونا بحسب تصنيف منظمة الصحة العالمية الذي فرض إيقاعه على حركة المطاعم والملاهي الليلة والفنادق والمنتجعات. واكد شمص بان الشركة ستواصل استثمارها في لبنان وستوسع نشاطها حسب ظروف العمل، خاصة مع بداية الموسم السياحي. لمتابعة صفحتنا على الفيسبوك : Europe Aviation",0.0,,0.0,,0.0,,0.0,,"['beirut', 'covid / vaccination']","[['بيروت'], ['كورونا']]",2021-07-05 13:00:21,"اعلن وكيل شركة ""Anglo European Aviation AG"" في لبنان السيد هشام شمص عن وصول اول رحلات الشركة الى بيروت في 1 تموز بعد اتمام المعاملات الادارية والقانونية للشركة، لافتا الى ان الشركة تعمل على نقل السياح والمغتربين اللبنانيين من اوروبا الى لبنان. وذكر شمص في تصريح له، بانه بانه مع انطلاقة موسم الصيف في لبنان، بدات مظاهر الحياة تعود تدريجيا الى عدد من المناطق حيث اماكن السهر والمطاعم تعج بروادها، لا سيما مع التعافي التدريجي للبنان من كورونا بحسب تصنيف منظمة الصحة العالمية الذي فرض ايقاعه على حركة المطاعم والملاهي الليلة والفنادق والمنتجعات. واكد شمص بان الشركة ستواصل استثمارها في لبنان وستوسع نشاطها حسب ظروف العمل، خاصة مع بداية الموسم السياحي. لمتابعة صفحتنا على الفيسبوك : Europe Aviation"
1922,106447832755806-15cab29f11fc9ed1,facebook_post,احدى المتابعات على اخبار موقع بنت جبيل العاجلة على تيليغرام كتبت: عاملونا على الاقل كأننا اسرى حرب.. ولله لو انو ستة مليون لبناني اسرى كنتوا بتعاملوهم افضل من هيك لأن الاسير من حقو الطعام و الدواء و انتو ما عم تقدمولنا شي .. انتو عم تقتلونا 💔 #انهيار_لبنان,1.0,neutral,0.0,,0.0,,0.0,,['economic collapse'],[['#انهيار_لبنان']],2021-07-09 09:03:34,احدى المتابعات على اخبار موقع بنت جبيل العاجلة على تيليغرام كتبت: عاملونا على الاقل كاننا اسرى حرب.. ولله لو انو ستة مليون لبناني اسرى كنتوا بتعاملوهم افضل من هيك لان الاسير من حقو الطعام و الدواء و انتو ما عم تقدمولنا شي .. انتو عم تقتلونا 💔 #انهيار_لبنان
1316,100053742612367-f4cbbcf10dde85dc,facebook_post,رياض سلامة: لدينا 400 مليون دولار فقط لتمويل الاستيراد,1.0,Increase,0.0,,0.0,,0.0,,['economic collapse'],[['دولار']],2021-07-03 12:20:11,رياض سلامة: لدينا 400 مليون دولار فقط لتمويل الاستيراد
719,100053742612367-4ab4f2352f68ad4c,facebook_post,تغيّر بتسعيرة الدولار في السوق السوداء.. إليكم كم يسجّل,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-12 11:22:00,تغير بتسعيرة الدولار في السوق السوداء.. اليكم كم يسجل
133,100044304410046-dc7600bd2c6034da,facebook_post,#نبارك_للجيش_اللبناني و بلدة الخضر البقاعية #النقيب يحي حمزة ترقيته لرتبة #رائد في الشرطة العسكرية،، ونتمنى له دوام التقدم والتألق..🌹❤🌹,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 17:26:56,#نبارك_للجيش_اللبناني و بلدة الخضر البقاعية #النقيب يحي حمزة ترقيته لرتبة #رايد في الشرطة العسكرية،، ونتمنى له دوام التقدم والتالق..🌹❤🌹
1752,100700957973129-bb3d29f6ed5a9bc1,facebook_post,علوش : طرابلس ستكون الشرارة الاولى للانفجار الاجتماعي ودمار لبنان اسمه جبران باسيل . # إستلمتوا الحكم سنة 92 صرفتوا خلال 30 سنة أكثر من 300 مليار دولار سرقتوا ونهبتوا وكدستوا الثروات الأملاك القصور العقارات وما فكرتوا تعملوا مؤسسات ولا تبنوا دولة إنما كان همكم تفقّروا اللبنانيين لتحكموهن وتتحكموا فيهن وتشتروهن بكرتونة إعاشة أو 100 دولار وخاصةً جمهوركن السنّي ليبقوا تحت أمركن وما مننسى كيف لقنتوهن الفكر الداعشي . # لبنانكم لبنان الفساد الخيانة والإرهاب ولبنان جبران باسيل لبنان الوطنية النزاهة والعيش المشترك ولبنان جبران رح يسحقكن وينهي فسادكن .,0.0,,1.0,Increase,0.0,,0.0,,"['economic collapse', 'north lebanon']","[['دولار'], ['طرابلس']]",2021-06-30 19:34:27,علوش : طرابلس ستكون الشرارة الاولى للانفجار الاجتماعي ودمار لبنان اسمه جبران باسيل . # استلمتوا الحكم سنة 92 صرفتوا خلال 30 سنة اكثر من 300 مليار دولار سرقتوا ونهبتوا وكدستوا الثروات الاملاك القصور العقارات وما فكرتوا تعملوا موسسات ولا تبنوا دولة انما كان همكم تفقروا اللبنانيين لتحكموهن وتتحكموا فيهن وتشتروهن بكرتونة اعاشة او 100 دولار وخاصة جمهوركن السني ليبقوا تحت امركن وما مننسى كيف لقنتوهن الفكر الداعشي . # لبنانكم لبنان الفساد الخيانة والارهاب ولبنان جبران باسيل لبنان الوطنية النزاهة والعيش المشترك ولبنان جبران رح يسحقكن وينهي فسادكن .
